,sci.23199.x,sci.23018.x,sci.22999.x,sci.23161.x,sci.23248.x,sci.23230.x,sci.22941.x,sci.23140.x,sci.23023.x,sci.23033.x,sci.23042.x,sci.23112.x,sci.23138.x,sci.23218.x,sci.23165.x,sci.23324.x,sci.23194.x,sci.23243.x,sci.23219.x,sci.23270.x,sci.23628.x,sci.23661.x,sci.23669.x,sci.23688.x,sci.23153.x,sci.23808.x,sci.23398.x,sci.23638.x,sci.23543.x,sci.23817.x,sci.23290.x,sci.23714.x,sci.23198.x,sci.23217.x,sci.23484.x,sci.23237.x,sci.23582.x,sci.23220.x,sci.23277.x,sci.23279.x,sci.23303.x,sci.23310.x,sci.23321.x,sci.23329.x,sci.23358.x,sci.23359.x,sci.23379.x,sci.23493.x,sci.23453.x,sci.23475.x,sci.23479.x,sci.23687.x,sci.23496.x,sci.23684.x,sci.23527.x,sci.23529.x,sci.23542.x,sci.23547.x,sci.23556.x,sci.23750.x,sci.23567.x,sci.23572.x,sci.23584.x,sci.23585.x,sci.23617.x,sci.23618.x,sci.23621.x,sci.23644.x,sci.23646.x,sci.23650.x,sci.23758.x,sci.23740.x,sci.23754.x,sci.23763.x,sci.23774.x,sci.23811.x
1,0.325587982421631,-0.121511445758338,-0.0426063197444798,0.16159475804872,-0.153875449561434,-0.136809694406473,-0.66880410355353,-0.036792233775962,0.211488777310159,0.373284254676354,0.109315121223964,-0.11034660323454,-0.602111748487966,-0.0135826036619106,0.206770010537172,0.00539063002718126,-0.252759678379588,0.015813045346901,0.114149826133232,0.233467939904856,-0.37727723674469,-0.197199076924475,-0.32936347470147,-0.646859637773341,0.205701179397595,-0.497469540989144,-0.4848077424853,-0.393093060313622,0.0203749148172141,0.021485974518838,-0.149223537626156,-0.234556544719804,-0.373563831328645,-0.345467027951681,-0.229041443740686,-0.397502094547349,-0.279018396851436,-0.205728569446882,-0.455086112672873,-0.0503141324608907,0.102584785473324,-0.0798599509754172,-0.380600514563471,-0.00399748171471479,0.237797425344347,0.18506503740346,0.00144712549248905,0.136222924006228,0.014394538018192,-0.227306603015323,-0.402974882338043,-0.497279977905007,-0.018658578371569,0.287095674912784,-0.418816093820028,-0.0574906777087317,-0.796512922589532,-0.269768733862062,0.274020899689926,-0.549896427709614,-0.0293176090409529,0.0409903233490215,0.470982021691113,-0.336838522568363,0.402904332836564,-0.938934883504149,0.0876279196293895,-0.737337082315516,0.275957997455954,-0.225689392953778,0.0236384464139408,-0.561461468369521,-0.209871030593541,0.252107745669171,-0.187415421497196,-0.0394918151973805
2,-0.124172178879665,-0.030934220372784,0.0813080025179247,0.0212770376571203,0.0587687208461907,0.0344991634074484,-0.0693317671396817,0.106699473561428,0.238999369126048,-0.089652493864153,-0.0209679686475554,0.00839506225174765,0.223571765632088,0.100396905138564,0.0541501751820492,0.0702037042658011,0.141341546262095,-0.0580800473577124,0.134562937427492,-0.154271602175491,0.194058849554732,0.189093406328447,0.0844924665076373,0.167368797488221,-0.107125720095702,0.168693604443762,0.120830482845451,0.126315279008416,0.00907820805797599,0.112014595888156,0.162098179774277,0.051839312899522,-0.036293052587067,0.0173359992237125,0.00984519737578773,0.153821911246983,0.0308386987422583,-0.0845479737229191,0.218656787457799,0.222511999540179,-0.169781062367963,0.0209063420480158,0.0783639429097664,-0.196411510042353,-0.0168433447127891,-0.127953084153201,0.0439066438246742,0.0399748202302884,-0.0143145290364064,0.0525389492542371,0.0625609509542294,0.190439670865151,-0.0488441481172719,0.144480710913796,0.129001450279998,0.0905200600015168,0.000586370312511414,0.122201781226846,-0.125494204296906,0.213017417237933,0.113837695561827,0.0145047905979698,0.160980398740703,-0.0669050736551328,0.00971986920728819,-0.0609533764205539,-0.0773918704048839,-0.117825105844017,0.295974412829187,0.0206031742415582,0.104864453009333,-0.221260581117556,-0.00217847875667005,-0.0392585697763888,0.0725624487433321,-0.0184991547259077
3,0.371545262451279,0.210327651324326,-0.156595244721841,-0.0440135381645585,-0.200467731600789,-0.192822127631874,-0.400547869405222,-0.396538477671024,0.361744979028962,-0.632425544343841,0.0966289076897714,0.131175974433207,-0.152880735970884,0.0390078576104897,-0.571105136397914,-0.132405078452536,-0.116299586745812,-0.0413719011546874,-0.0914771506869248,0.188272437853683,-0.572268398924904,-0.416811174349873,-0.184234931792336,-0.504113823632909,0.153411168207415,-0.179237173645346,-0.310807859740022,-0.384249991972881,-0.0396269250003344,0.0993713194339081,0.111060887624711,-0.49651397736829,0.123524269437052,-0.470372092485082,-0.0728274289375598,-0.0829407967410487,0.119636898247644,-0.136917499882627,-0.160559895589616,-0.208861728244411,0.259869009346605,-0.45660715819499,0.16684461335083,0.490476653781543,-0.419721364343095,0.513756140051572,-0.0983473140937048,0.0205803149364283,-0.202036712439203,-0.0584721185782624,-0.20782963780307,-0.0921538562915682,-0.0701182677918781,-0.345493216434219,-0.575175538404506,-0.400883425903392,-0.140367834154116,0.218434899687694,0.257321830474131,-0.187888430270898,-0.279878702149585,0.449450296109803,-0.436714758880734,-0.244981843177754,-0.292773223220182,-0.385796602378084,0.325327947436632,-0.157810365980366,-0.587456906237536,-0.152708890370306,0.260495381476523,0.257286241148568,-0.262596525655945,-0.119575838373402,0.290352791948561,-0.27171552770319
4,-0.398595729586572,-0.286834996013381,-0.180673511355965,0.367536187174123,-0.323304780431903,-0.0913101005716834,0.0346586882790971,-0.625458296186771,-0.236414358984871,-0.299796374831529,-0.0637644717951904,0.0122710157015632,-0.204995805970007,0.0130356722809238,-0.581963648575317,-0.0999421328659617,-0.0422690348626644,-0.189588589256785,-0.100898975858317,-0.588279630139383,0.164367342945295,0.228461920586174,-0.144992263700885,0.0915671297030339,-0.070680729219417,-0.199604527287527,-0.0605414647585489,-0.234598483617158,-0.177122478913995,-0.226547672104646,0.27877714132262,0.00336501554195252,-0.332931765875326,0.212515355194783,-0.224517611113259,-0.10881133137202,-0.105990689080882,0.0318077868505936,0.18642134719729,-0.0601358287549523,-0.202163223586827,-0.0441352876050181,-0.0879578788403478,-0.000765765615641012,-0.317287055824515,-0.47493953315864,-0.0123362054924246,-0.228177985357005,-0.0221835101684459,-0.39496872217538,0.382370524813717,-0.354909713376646,-0.229541118604575,-0.783990005914982,0.102977277933235,-0.0164154643350452,0.226284898324936,-0.414685412519554,-0.181152996011022,-0.138394953940777,-0.13600529990346,-0.487459455697068,-0.683245888223342,-0.134574124487544,-0.38019572062504,-0.753206649440427,-0.264946026732204,-0.493053307036988,0.251546371137628,0.00531632099473775,-0.54842671060054,0.285493852003141,-0.193066917987626,-0.436534963140704,-0.57747630028553,-0.205321786839026
5,0.0281926550551565,0.00636249004284,0.00783952251340008,-0.000456265153289742,-0.00644680856018166,-0.0245625695363431,0.041245140917575,-0.0166027424146924,0.0519878181860373,-0.00887496464796548,-0.0664492202123648,-0.0221047975398979,0.0280294772054728,-0.00755920531766927,0.0811520552051927,-0.0322740875885108,-0.0094931822236709,0.0245808962741975,-0.0553617208544287,0.0352631919312359,-0.0129049349014696,-0.0315314831964273,0.00172562594341277,-0.045529936023738,0.04323021978362,-0.049619138094565,0.00890173482330882,-0.0420085464134828,0.0147956374553098,0.00228902505288995,-0.000643368011539117,-0.0247968255668143,-0.0262680974527876,-0.0382333891152854,-0.00119480461673343,-0.0213489530945304,0.0648427485165612,-0.00043024960999498,-0.0335876402432597,-0.00555054986551348,-0.0411644349462224,0.0190508395977047,0.0504841430117637,-0.00231475052740925,-0.0328781359843861,0.0388021188050514,-0.0118985747110718,0.0412623297586805,0.0185250352711048,-0.00353690035817164,-0.00696607415871237,-0.00525322937071621,0.0246338797154969,0.0718341934953918,-0.0321797812440673,0.00683305779626583,-0.0389308147290579,-0.0300184006158731,-0.0100226682142103,-0.00359415778158377,-0.01172041469583,0.0791121578729195,0.0241308157611163,-0.00940537976505108,-0.0192451783122032,-0.0987983868912177,0.0251764780044201,-0.0230637722764373,0.0377621939181706,-0.0176158387725505,0.0116851424460481,-0.0367213518020957,-0.0210278237319857,-0.00540514156102668,0.0658568901417838,0.0078039253525972
6,-0.174859208360841,-0.145237576567298,0.0576406778198766,0.175079560395619,-0.0243089816568136,0.307783862955121,0.216228394515875,-0.150591223551605,-0.124928743238346,-0.0589960984680303,-0.00975123014912189,0.198473362242292,0.0488133114176096,0.00445611003892381,0.194174089907368,0.0536292056208893,0.00765369474260017,0.164445356227683,-0.191244349617758,0.0658056769492677,-0.227784907988343,0.00120839007395077,0.149123997218256,0.196386322785311,0.00299798298862788,0.0410427077473219,0.0496330750434305,0.255679519008504,0.440952756128833,0.00801357155326464,0.0198674346327103,0.124270570342204,0.0393722077880662,0.0329641861543765,0.0821867657023851,0.12191867081544,0.261352300667058,-0.151650663830738,0.000839192504546388,0.0367348962079625,0.180808787642815,0.218041166304965,0.518867207312851,-0.448902541219336,-0.207536862216391,0.101662664768166,0.0252301273844278,-0.259055764096192,-0.0554749792288384,-0.0208472026518354,0.0604138206434184,0.087757511104547,-0.0909209997427373,0.190309738069547,0.363875581176344,0.0961302734198254,-0.148240047686234,-0.00925877857128724,0.513483890211437,0.164238389069328,0.137132204277333,-0.313116164787684,-0.0977870990381013,0.0417301137043905,-0.023409832376197,-0.0581317573004099,0.0160509891790962,0.573371936099553,0.216842783038405,0.0870816113636248,-0.399457652891443,-0.347829478141322,-0.0506396909002303,0.0286298886080387,0.109124337389846,-0.0990875185610533
7,0.0561117489079117,-0.0334987112932889,-0.0834019289372457,-0.028792313913219,0.0421419634761557,-0.122916818963732,-0.0182608622426621,-0.280629972386772,0.151268158586514,0.247759417371176,-0.204542282384776,-0.0936534151569958,-0.243412554757853,-0.0404331706386866,-0.106981250912279,-0.00719069439032688,-0.0579963337171715,0.0189880116949785,-0.20516624473287,-0.2358978964925,0.0409421914604866,0.0273299579701313,-0.112717401326134,0.11980410412588,-0.0506903800992847,-0.179357440740269,-0.0533880490373535,0.0685823894925719,0.0260601730758175,-0.0401388325379306,-0.188363584176996,-0.00761167533180283,-0.0328339116853096,-0.0338336714945001,-0.00209588690335145,-0.0663759328926403,-0.0520506180181291,0.118792424484246,0.174076779481936,-0.0735811918971106,0.142328284254343,-0.190806934668359,0.0233217529416352,-0.108759758763776,0.0388718843895115,-0.0410110458367935,-0.0176574261042263,0.149184554662742,-0.0231702410293499,-0.00537634097772845,-0.0480611318600758,-0.249342778977908,0.0609502541782333,-0.0895912051114751,0.158061172122382,0.0519527171187213,0.116657182297184,-0.208443553176375,-0.130009334426685,-0.0538837763649425,0.0769925413071543,-0.0593419407947503,0.153837592504078,-0.156166266377636,0.0830281936480943,-0.0175714053639615,0.0429317276812981,-0.485730699393799,-0.0228193590302908,-0.0344144728608602,-0.270957695353597,-0.459132690610575,-0.108340197874541,0.0197198119495773,0.0782482117428354,0.0510873458897443
8,-0.364822226513357,-0.4936354823842,-0.266231508203252,-0.277918219177578,-0.285517890389768,-0.206440438466498,0.190917719709426,-0.225949876230311,-0.0689493022250858,-0.353365454980523,-0.505548625781329,-0.156180649172052,0.0507954771544216,-0.102026307966554,-0.322824375984305,0.118210637061004,-0.0219414687535774,0.001907024054211,-0.750059040772184,-0.10759695446444,0.209371682678368,-0.05667243964081,-0.000295965632994253,0.113185952206141,-0.0438840730207145,0.2203705508977,-0.0387269178092695,-0.19716146428138,-0.329307306776017,-0.267882410450598,-0.251149260385394,-0.189200225568181,-0.176551986550713,-0.291659844015087,-0.106662004722321,0.210985830144697,0.350643277864758,-0.189541738741797,-0.303491820604136,-0.230327830084196,-0.216385363340167,-0.198583414871974,0.0778921737345856,0.113576471754446,-0.242127875957237,-0.633531070456267,-0.0345897077710457,-0.00239941112161184,-0.082868644086058,-0.156447121334425,0.271511000059805,0.160537596025079,-0.303805461402148,-0.0300321149249401,-0.40055093656028,-0.0606074983834404,-0.085849609971456,-0.225011480727471,-0.458516289122475,0.0591518297635529,-0.0658320373600832,0.0580844096648515,-0.273039037312066,-0.0383785131142127,-0.416917534257299,0.0907295467293704,-0.244409964996089,0.190944520070585,-0.585311094935803,-0.162340137890814,-0.27054087610431,-0.455464876573462,-0.0974847953371437,0.459330228230386,-0.487956102992472,-0.442332699605937
9,-0.0347579056590494,-0.00924600979730985,-0.00165696800631303,-0.00185408379825434,0.00472402534378881,0.00985768016084503,0.00768032036173763,-0.00368699503871962,-0.0054446324353684,-0.0239949293686096,-0.0281492369921264,-0.00471327601477764,0.0142426190000495,-0.0118440519041779,-0.0156841302100423,0.00829024114332613,0.00415644705163409,-0.00360852658942707,-0.00819057106284481,0.00240954129468467,-0.010814921685398,-0.0065353184862147,-0.00544356587392171,-0.0113372320624366,-0.00115615646072141,-0.0195101400625384,0.0196317508356374,-0.0109975068473441,0.0093989571614856,-0.00747186101369343,0.00536969117043368,-0.00849601394572209,0.00601485926840344,-0.00533294821530736,-0.0213975475140657,-0.00450793754196872,0.00757198819193762,0.000427855398019917,0.00459565705538303,-0.0288659154956651,0.0131193774307589,-0.0110264563723258,0.00561918020827174,0.00791790962114899,-0.00376053191103721,-0.0101451718855139,-0.0163359008312535,0.0106643053463883,0.0133933821452788,-0.00388063180879909,0.0210963428565107,0.0293359363413511,0.0126468907098731,-0.00943616246666345,-0.00424007825292735,0.00019990023579063,-0.0155880888911994,0.0155058848506991,-0.00202883227299924,-0.0052698687240314,0.0100430079093683,-0.0303311169802222,-0.0317647279305011,0.016262432436888,0.00167212578930387,-0.006244147211267,-0.0146242220752292,-0.01636083805365,-0.00787105972659922,-0.0172154077156542,-0.0123443200113181,0.00468499935256784,-0.000236242134083059,0.00996931359226576,0.0101714015920943,-0.00315690892084824
10,0.935901050458821,-0.151864536449112,-0.395324469726499,-0.452520750184727,-0.311827198314245,-0.439249067227958,-0.0347884096037519,-0.309012882221078,-0.168212516968934,0.387326527329513,-0.337519810077091,-0.34584104162134,0.102550985568951,-0.801826369565563,-0.0199644443380406,-1.20060113918173,-0.785014087634465,-0.498529291196641,-0.15557894773932,0.411871953750489,-0.00640708369946279,-0.259938869326686,0.0586360108946687,-0.768378625152739,0.0115370832782946,0.0993249327579614,-0.770335667629801,-0.306366243891466,-0.529586965909451,-0.333301355099368,-0.455721061933019,-0.503064048503663,-0.247104784435777,-0.35859510067574,-0.282112990560642,-0.492861445989563,-0.0198104791032134,-0.548717146336737,-0.319407460137353,0.208523572705793,-0.820327457666172,-0.897863387642459,-0.441585249095782,-0.910516202526426,0.00794897159478135,-0.110621099169762,-0.953122472704677,-0.494146093417653,-0.390170603775996,0.0988714570272592,-0.541087447239008,-1.11489182037224,-0.46813318585223,-0.442024892012418,-0.146221951163373,0.316936749385326,-0.361998093221442,-0.709455648642991,0.164583338110172,-0.140848805038581,-0.449345217216415,-0.00612802171133838,0.269167832426774,-0.60394134865044,-0.661044407970394,-0.298727403107919,-0.419350263479933,0.018507618714419,-0.102843449104192,-0.0748338048996026,-0.0359227003572059,-0.307305070967893,-0.134329339626365,-1.03676168081779,-0.266820393611426,-0.260391142203991
